student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
S05546,27,Female,Brazil,Business,2,3.02,1.0,62,6.6,8.1,4.6,1.9,5.6,No,Single,Low,Good,5.1,0.9,Claude,Handwritten,18,3,4.1,71,75
S05547,19,Male,Canada,Medicine,4,4.0,6.6,94,6.8,8.8,5.2,0.6,3.1,No,In a Relationship,Middle,Good,4.5,1.5,ChatGPT,Digital,13,3,6.3,94,100
S05548,20,Female,South Korea,Engineering,4,4.0,4.2,100,7.0,7.0,2.9,2.7,2.0,Yes,In a Relationship,Middle,Average,3.8,0.0,None,Mixed,8,2,6.0,100,92
S05549,24,Female,Italy,Computer Science,1,3.1,2.8,92,5.9,2.9,1.8,1.9,0.6,No,In a Relationship,Middle,Average,3.5,0.0,None,Digital,12,2,3.5,81,93
S05550,28,Male,Japan,Mathematics,3,4.0,5.5,96,6.7,5.1,3.6,0.0,6.9,Yes,In a Relationship,Middle,Average,3.3,0.5,ChatGPT,Handwritten,8,2,6.9,100,100
S05551,20,Male,Canada,Physics,1,3.02,2.0,74,4.9,6.0,3.1,0.0,2.4,No,In a Relationship,Low,Average,4.8,2.1,ChatGPT,Digital,17,3,1.7,85,87
S05552,25,Female,Brazil,Computer Science,4,4.0,4.1,92,7.4,3.3,1.5,0.5,4.4,No,Single,Middle,Average,2.8,1.2,Claude,Digital,18,3,4.5,100,100
S05553,27,Female,Brazil,Economics,2,3.57,3.2,91,3.6,3.5,1.8,3.5,3.4,No,Single,Middle,Good,6.2,0.7,ChatGPT,Mixed,18,0,2.1,100,86
S05554,22,Female,Bangladesh,Engineering,1,4.0,4.5,100,6.7,6.8,3.5,1.7,2.0,Yes,In a Relationship,Low,Average,2.9,1.6,Copilot,Digital,6,3,7.4,100,100
S05555,26,Male,Japan,Mathematics,4,4.0,3.4,97,8.1,6.1,4.2,1.4,1.9,No,Single,High,Average,3.6,0.6,Gemini,Digital,17,4,3.3,100,99
S05556,23,Female,Brazil,Biology,2,2.79,1.3,77,5.7,8.0,2.3,3.1,0.2,No,Single,High,Good,5.6,2.6,Gemini,Mixed,9,2,6.9,91,86
S05557,21,Male,South Korea,Law,1,4.0,3.6,99,7.9,5.1,2.7,3.9,5.2,No,Single,Middle,Average,5.3,2.6,Gemini,Mixed,14,2,5.9,87,100
S05558,26,Male,Japan,Engineering,4,3.85,5.1,99,8.4,6.5,3.8,1.6,2.8,Yes,Single,Middle,Average,3.2,0.6,Claude,Mixed,16,0,4.0,100,93
S05559,19,Female,France,Business,4,3.37,3.5,83,3.5,5.9,2.5,2.4,5.9,No,In a Relationship,Middle,Average,5.6,0.4,ChatGPT,Digital,5,2,6.0,86,97
S05560,18,Male,Italy,Business,4,3.98,4.7,100,6.8,3.6,2.4,2.4,2.1,Yes,Single,Middle,Poor,3.0,1.1,Claude,Digital,16,2,5.4,100,100
S05561,18,Male,Italy,Medicine,2,3.02,1.9,75,3.5,5.3,1.7,3.0,2.4,Yes,Single,Middle,Average,4.6,1.6,Gemini,Handwritten,4,3,1.1,94,95
S05562,23,Male,UK,Engineering,1,4.0,3.5,95,6.9,5.0,1.6,1.4,0.7,No,Single,Low,Good,4.1,0.9,ChatGPT,Mixed,11,1,2.7,100,85
S05563,20,Female,Canada,Mathematics,2,3.26,2.6,66,7.0,9.4,6.8,3.1,2.4,No,Single,High,Average,5.1,2.2,Copilot,Handwritten,17,0,2.2,87,85
S05564,24,Female,Italy,Physics,4,3.77,4.6,100,4.0,5.8,2.5,0.0,0.5,Yes,Single,Middle,Average,5.1,1.5,Gemini,Digital,19,0,0.6,100,92
S05565,18,Female,Japan,Mathematics,1,3.52,3.5,85,9.3,8.3,4.8,2.0,3.8,Yes,Single,Low,Poor,2.5,2.3,Gemini,Handwritten,16,2,3.8,94,100
S05566,27,Female,Netherlands,Law,1,3.26,4.5,79,7.3,10.0,5.3,0.3,3.2,No,In a Relationship,Middle,Average,5.6,0.1,None,Digital,9,0,6.5,97,96
S05567,28,Male,Bangladesh,Economics,1,4.0,5.1,97,6.0,8.5,2.5,0.8,5.9,No,Single,Middle,Average,2.8,0.6,ChatGPT,Mixed,9,1,1.9,100,100
S05568,21,Male,India,Physics,2,4.0,4.5,100,8.8,5.1,3.4,3.4,0.1,Yes,Single,Low,Good,3.6,1.7,Copilot,Mixed,11,2,4.4,100,97
S05569,19,Male,Brazil,Computer Science,2,3.55,3.9,100,4.8,4.4,3.0,1.0,5.4,No,Single,Middle,Poor,3.7,1.3,Claude,Mixed,12,1,3.1,100,100
S05570,24,Male,Netherlands,Psychology,1,3.09,2.0,80,5.5,3.5,0.4,1.5,1.0,No,Single,High,Average,3.3,1.0,ChatGPT,Mixed,16,3,2.9,87,91
S05571,19,Male,Australia,Psychology,1,3.78,3.5,94,4.2,1.0,0.5,1.2,3.7,No,Single,Low,Good,4.1,0.7,Gemini,Mixed,12,5,4.6,100,96
S05572,18,Male,Italy,Mathematics,1,4.0,2.7,94,9.2,6.7,2.9,1.7,0.7,Yes,In a Relationship,High,Average,3.9,1.3,Gemini,Handwritten,10,3,3.7,98,100
S05573,25,Male,France,Economics,4,3.42,3.0,79,7.4,5.3,2.2,2.9,3.4,Yes,In a Relationship,High,Good,6.1,2.6,ChatGPT,Digital,10,1,7.8,100,95
S05574,25,Female,Brazil,Business,4,3.55,2.9,84,7.8,9.0,5.6,1.4,0.0,No,Single,Low,Average,5.3,0.0,None,Digital,18,2,6.8,90,78
S05575,26,Female,Australia,Medicine,2,3.06,2.0,82,7.4,5.0,2.4,2.8,1.7,No,Single,High,Average,3.9,1.0,Gemini,Handwritten,12,2,6.3,78,77
S05576,22,Female,Italy,Psychology,4,2.81,0.6,69,7.7,9.0,5.7,2.2,3.2,Yes,Single,Middle,Good,6.3,1.1,Gemini,Handwritten,20,2,4.5,80,77
S05577,24,Male,France,Economics,1,3.92,2.5,91,7.1,5.7,2.1,0.0,6.5,No,In a Relationship,Middle,Average,3.3,0.1,None,Digital,17,3,8.5,100,99
S05578,18,Male,Germany,Mathematics,1,3.41,3.8,97,7.3,8.9,5.7,2.1,0.0,Yes,In a Relationship,Middle,Good,5.6,1.0,Claude,Mixed,9,1,2.7,88,100
S05579,18,Female,Brazil,Mathematics,2,3.19,1.5,71,7.1,5.0,3.6,3.1,3.0,No,Single,Middle,Poor,4.2,0.0,None,Handwritten,10,1,3.0,89,96
S05580,21,Female,Netherlands,Biology,2,3.62,3.5,94,6.3,6.8,3.6,1.6,2.0,No,In a Relationship,High,Good,5.0,0.6,Gemini,Digital,11,1,4.1,96,93
S05581,23,Male,UK,Law,4,4.0,6.4,100,6.9,7.2,2.0,1.8,0.0,Yes,In a Relationship,Middle,Average,5.4,0.9,Claude,Mixed,11,0,4.6,100,100
S05582,20,Female,Netherlands,Mathematics,4,3.58,5.0,95,7.3,7.0,3.7,2.2,0.8,Yes,In a Relationship,Middle,Average,6.1,1.2,ChatGPT,Mixed,18,1,3.6,100,86
S05583,24,Female,South Korea,Law,4,3.85,6.0,100,7.1,8.5,5.3,2.9,2.1,No,Single,High,Average,6.2,3.1,ChatGPT,Digital,9,1,3.8,100,100
S05584,20,Male,France,Mathematics,1,3.62,4.1,79,5.2,7.5,2.6,3.4,3.9,Yes,In a Relationship,Middle,Average,4.9,0.4,Gemini,Digital,13,2,2.8,100,95
S05585,24,Male,Australia,Engineering,1,3.98,5.3,99,5.4,4.4,2.3,2.7,3.2,No,In a Relationship,Low,Poor,4.6,0.0,None,Handwritten,14,1,3.9,100,98
S05586,19,Female,France,Business,2,3.59,2.4,90,8.3,6.5,2.4,1.7,0.4,No,Single,Low,Good,6.0,2.2,Copilot,Digital,16,5,3.2,100,90
S05587,18,Male,Germany,Psychology,3,3.41,2.5,76,6.6,7.6,5.2,2.5,0.0,No,In a Relationship,Low,Average,5.3,0.0,None,Handwritten,14,2,4.7,87,94
S05588,28,Female,Italy,Economics,3,2.41,0.5,72,7.7,8.4,4.1,2.7,3.8,No,In a Relationship,Low,Poor,4.9,0.6,ChatGPT,Digital,14,2,2.8,69,82
S05589,25,Female,Canada,Mathematics,3,4.0,5.3,88,5.7,9.0,5.0,0.2,2.6,No,In a Relationship,Middle,Good,6.7,0.9,Gemini,Mixed,10,2,3.3,100,100
S05590,27,Female,India,Biology,4,3.66,5.8,90,5.2,5.8,3.3,0.0,6.2,No,Single,Middle,Average,5.3,0.3,Gemini,Handwritten,10,1,2.7,97,100
S05591,28,Female,South Korea,Psychology,3,3.27,2.7,78,6.0,5.6,2.9,0.0,2.3,Yes,Single,High,Average,3.8,1.1,Claude,Digital,13,1,6.0,93,94
S05592,26,Male,Germany,Medicine,3,3.25,3.1,90,6.7,7.6,3.4,1.2,5.3,No,In a Relationship,Middle,Good,6.8,0.6,Copilot,Mixed,11,1,4.7,100,91
S05593,20,Male,Germany,Economics,4,2.79,2.4,79,6.2,5.2,4.4,1.8,4.1,Yes,In a Relationship,Middle,Average,6.4,0.0,None,Mixed,7,2,4.9,94,94
S05594,27,Female,Germany,Mathematics,3,4.0,4.1,100,8.6,4.9,2.4,0.2,4.6,Yes,Single,High,Good,4.1,1.8,Gemini,Digital,10,0,5.7,100,88
S05595,28,Male,Netherlands,Computer Science,2,4.0,5.2,90,7.2,8.6,4.9,2.0,3.9,No,Single,Middle,Good,3.7,1.9,ChatGPT,Digital,13,1,2.8,100,100
S05596,23,Female,Japan,Law,1,3.43,0.9,73,9.2,5.9,3.3,1.7,3.9,Yes,Single,Middle,Good,4.3,0.2,None,Handwritten,18,2,5.1,84,91
S05597,28,Male,USA,Medicine,3,4.0,4.1,100,7.5,3.2,0.0,0.8,0.0,No,In a Relationship,High,Good,1.1,0.7,Gemini,Digital,7,1,2.7,100,100
S05598,24,Male,Brazil,Biology,1,3.1,3.1,74,4.1,4.7,4.1,2.4,2.5,No,In a Relationship,Low,Poor,5.5,3.1,Claude,Digital,6,1,2.7,90,86
S05599,19,Male,South Korea,Computer Science,2,3.8,3.7,100,8.3,2.9,0.9,0.0,1.7,No,Single,Low,Good,3.2,1.6,Gemini,Mixed,16,2,3.3,100,99
S05600,21,Male,Germany,Mathematics,1,3.22,4.2,89,5.2,7.9,4.1,1.7,5.5,No,In a Relationship,High,Average,4.3,1.2,Copilot,Mixed,10,0,5.7,91,87
S05601,22,Male,India,Physics,3,3.62,3.2,92,7.3,6.3,4.2,3.5,1.0,No,In a Relationship,Middle,Average,6.5,2.8,Claude,Handwritten,8,1,3.9,100,94
S05602,19,Male,Japan,Engineering,1,3.51,3.3,91,6.1,4.7,3.3,1.2,2.4,No,Single,High,Average,4.8,0.0,None,Digital,12,3,4.7,100,83
S05603,27,Male,Australia,Psychology,4,3.95,3.2,80,9.6,7.9,3.6,2.5,4.6,No,Single,High,Good,2.2,0.0,None,Mixed,8,3,1.9,100,94
S05604,20,Female,Bangladesh,Psychology,4,4.0,5.0,100,8.7,8.0,4.4,2.5,3.6,No,In a Relationship,Middle,Average,4.7,1.4,Copilot,Digital,23,3,2.9,100,99
S05605,25,Female,South Korea,Biology,3,3.38,4.1,79,6.1,3.8,2.1,1.0,3.3,Yes,Single,Middle,Average,4.4,2.0,Gemini,Digital,8,1,1.4,100,91
S05606,21,Male,South Korea,Mathematics,4,3.51,3.8,80,6.8,7.2,4.0,0.0,5.2,Yes,Single,Middle,Good,2.4,0.0,None,Handwritten,13,2,4.9,100,88
S05607,27,Male,France,Medicine,3,3.07,1.6,76,7.3,6.2,4.5,0.7,3.5,No,In a Relationship,Middle,Average,5.9,0.0,None,Digital,15,0,4.8,82,94
S05608,22,Male,USA,Biology,1,3.24,2.9,88,8.0,8.2,5.4,1.9,1.9,Yes,Single,High,Poor,5.1,2.0,Copilot,Handwritten,17,2,0.6,100,90
S05609,25,Female,Brazil,Mathematics,1,4.0,4.8,100,7.0,4.3,1.1,2.9,0.4,No,In a Relationship,High,Good,4.9,0.0,None,Handwritten,7,1,1.5,100,100
S05610,27,Female,Australia,Economics,2,3.37,3.6,86,5.8,5.4,3.4,0.0,4.0,No,Single,Middle,Poor,4.9,0.9,ChatGPT,Mixed,14,2,3.0,98,87
S05611,23,Female,France,Medicine,3,3.94,4.5,100,6.1,5.3,1.4,0.5,1.5,No,Single,Low,Average,3.8,1.4,Copilot,Mixed,4,5,0.3,100,99
S05612,26,Male,South Korea,Medicine,2,4.0,6.1,100,7.0,5.4,1.3,1.5,2.5,No,Single,High,Good,4.0,2.2,Claude,Digital,14,1,2.7,100,100
S05613,28,Female,USA,Psychology,4,4.0,5.1,97,8.5,6.6,3.3,0.4,5.2,No,Single,High,Average,3.2,0.9,Gemini,Digital,12,4,3.8,100,100
S05614,19,Male,UK,Computer Science,1,3.78,3.6,85,7.5,6.4,2.9,3.4,2.6,Yes,In a Relationship,Low,Average,4.3,1.7,Gemini,Mixed,16,4,4.4,100,100
S05615,21,Female,Italy,Medicine,4,3.01,2.7,75,6.1,5.8,4.5,1.3,2.1,No,In a Relationship,High,Average,5.8,0.0,None,Digital,13,2,2.1,100,80
S05616,24,Male,India,Computer Science,1,3.27,0.5,85,7.8,6.9,2.3,1.9,2.4,No,In a Relationship,High,Good,3.9,1.8,Copilot,Digital,11,2,8.2,97,90
S05617,19,Male,Japan,Engineering,2,3.45,3.2,93,6.5,5.5,2.6,0.4,2.5,No,Single,Low,Average,4.7,0.3,Claude,Handwritten,12,2,3.0,100,97
S05618,27,Male,India,Engineering,4,4.0,3.0,96,8.1,5.0,3.1,2.4,1.0,No,In a Relationship,High,Good,3.8,0.0,None,Digital,5,1,3.2,100,91
S05619,26,Male,Germany,Computer Science,1,4.0,4.1,100,10.0,4.7,1.5,0.3,6.4,No,In a Relationship,Middle,Average,1.2,3.3,Gemini,Mixed,8,6,3.8,100,93
S05620,26,Male,UK,Engineering,3,4.0,3.3,99,6.6,5.6,1.7,2.1,1.9,No,Single,Low,Average,4.8,3.0,Copilot,Digital,20,1,3.0,100,99
S05621,21,Female,Brazil,Computer Science,4,3.1,3.0,89,8.0,8.1,4.5,3.6,4.6,No,In a Relationship,Middle,Average,5.5,1.3,Gemini,Handwritten,13,3,0.5,95,84
S05622,26,Male,Japan,Mathematics,3,3.07,0.8,86,6.1,3.7,2.0,2.6,1.0,No,In a Relationship,Middle,Good,3.9,2.7,Gemini,Digital,15,2,0.9,88,100
S05623,27,Female,South Korea,Computer Science,2,2.87,2.1,72,6.9,8.5,4.6,1.8,4.1,No,In a Relationship,High,Good,4.9,0.9,ChatGPT,Digital,9,3,4.8,93,79
S05624,19,Female,UK,Psychology,4,3.78,4.2,94,7.0,6.6,3.7,0.5,3.3,No,In a Relationship,Low,Average,3.0,1.1,Copilot,Mixed,16,1,5.9,100,100
S05625,27,Male,Canada,Engineering,1,4.0,6.1,100,6.8,4.1,0.5,0.6,3.1,No,In a Relationship,Middle,Good,5.0,1.0,Claude,Mixed,11,0,4.7,100,100
S05626,27,Female,UK,Law,1,3.65,3.4,79,10.0,5.6,3.6,2.1,3.3,No,Single,Middle,Average,4.4,0.3,Claude,Digital,5,3,5.8,100,96
S05627,22,Female,Australia,Business,3,3.63,4.0,88,6.6,7.9,3.6,1.7,3.8,No,Single,Middle,Good,3.8,0.0,None,Digital,12,0,2.1,100,87
S05628,23,Male,USA,Economics,1,4.0,4.9,100,7.7,6.6,3.4,2.7,2.5,No,In a Relationship,Low,Good,3.8,0.9,Claude,Digital,18,2,6.5,90,100
S05629,23,Female,Italy,Engineering,2,2.92,2.3,81,4.7,7.0,2.6,1.4,2.6,Yes,Single,Middle,Average,6.1,2.5,Gemini,Handwritten,2,2,6.7,83,100
S05630,23,Male,Italy,Computer Science,1,4.0,4.1,100,7.5,2.6,1.4,2.2,4.2,No,In a Relationship,High,Poor,3.3,1.5,ChatGPT,Digital,16,2,7.3,100,100
S05631,22,Female,Netherlands,Law,2,2.99,2.4,69,8.4,6.1,4.8,1.6,0.7,No,Single,Low,Average,5.5,2.0,Gemini,Handwritten,13,1,2.4,84,83
S05632,22,Female,Italy,Business,4,3.82,4.8,94,6.4,5.3,2.6,2.3,0.4,Yes,Single,Low,Good,3.7,1.6,ChatGPT,Digital,25,0,4.5,100,94
S05633,21,Female,India,Medicine,3,3.5,3.7,96,4.0,6.3,1.5,1.1,3.4,Yes,Single,High,Average,5.1,0.4,Claude,Digital,23,2,6.5,97,88
S05634,24,Male,Italy,Computer Science,3,3.98,3.9,87,7.0,8.9,3.5,0.0,0.0,Yes,In a Relationship,Middle,Average,4.8,1.4,ChatGPT,Handwritten,3,2,2.4,100,100
S05635,24,Male,UK,Biology,1,3.18,2.3,93,7.0,3.6,1.7,2.8,0.0,Yes,Single,Low,Good,4.5,0.9,ChatGPT,Digital,19,0,5.7,83,96
S05636,25,Male,France,Biology,1,4.0,4.6,100,7.9,4.5,1.4,1.3,6.6,No,Single,Middle,Good,2.1,0.1,None,Handwritten,10,1,3.4,100,100
S05637,22,Male,Netherlands,Physics,1,4.0,6.6,100,9.4,5.4,2.2,3.3,6.1,No,Single,Low,Good,2.2,2.1,Copilot,Handwritten,11,1,2.6,100,94
S05638,24,Male,Bangladesh,Physics,1,2.9,2.0,86,6.5,5.7,1.8,1.6,1.9,No,Single,High,Average,4.2,0.0,None,Digital,9,0,6.0,100,86
S05639,25,Male,Germany,Physics,1,3.5,3.0,96,6.0,5.5,1.4,1.5,5.0,Yes,In a Relationship,High,Poor,2.9,0.5,Copilot,Digital,9,3,0.0,98,99
S05640,20,Male,India,Medicine,4,3.72,3.8,93,5.6,5.7,4.0,3.2,5.1,Yes,Single,High,Average,6.9,3.4,Copilot,Handwritten,19,3,1.0,100,82
S05641,26,Male,Brazil,Biology,4,4.0,4.7,100,7.2,5.7,2.6,0.7,3.9,No,In a Relationship,Low,Good,2.7,1.9,ChatGPT,Mixed,1,0,3.4,100,100
S05642,26,Male,Italy,Mathematics,3,3.31,2.7,71,7.6,5.3,4.7,0.9,2.8,No,Single,High,Average,5.2,1.4,Claude,Handwritten,9,3,4.3,77,77
S05643,18,Male,UK,Law,2,3.11,0.5,91,6.3,5.5,1.5,2.1,4.3,No,Single,Middle,Good,3.8,0.0,None,Mixed,15,5,1.5,86,82
S05644,22,Female,France,Business,4,4.0,5.5,100,7.9,2.8,0.2,0.4,4.6,No,Single,Middle,Good,3.2,1.1,Copilot,Handwritten,2,0,7.7,100,100
S05645,24,Male,Netherlands,Biology,1,4.0,4.6,100,7.6,4.6,3.0,3.8,4.3,Yes,Single,Middle,Good,1.2,0.0,None,Handwritten,11,1,0.8,100,92
S05646,19,Female,Australia,Psychology,1,2.48,0.9,70,7.1,9.0,5.6,1.1,0.0,No,In a Relationship,Low,Poor,4.1,1.1,Copilot,Mixed,6,1,2.4,82,71
S05647,21,Female,Netherlands,Engineering,3,3.0,2.6,80,5.9,6.2,3.6,1.3,7.1,No,In a Relationship,Middle,Average,3.4,1.0,Copilot,Mixed,13,1,6.4,88,100
S05648,27,Male,Canada,Mathematics,4,3.76,5.9,96,6.4,12.0,7.6,3.3,7.8,No,In a Relationship,Middle,Average,6.2,0.3,Gemini,Mixed,12,2,1.6,100,86
S05649,26,Male,Australia,Medicine,4,3.89,5.7,100,4.1,5.2,3.3,1.6,0.0,No,Single,Middle,Average,5.6,2.4,Copilot,Digital,17,2,4.3,100,100
S05650,20,Male,Canada,Computer Science,1,4.0,4.9,100,7.3,8.9,3.2,0.4,4.0,Yes,Single,High,Average,3.6,2.2,ChatGPT,Mixed,1,1,3.1,100,100
S05651,27,Male,South Korea,Mathematics,1,4.0,3.2,91,7.0,4.0,0.0,2.8,7.1,No,Single,Middle,Average,2.1,0.1,None,Mixed,14,1,5.8,94,100
S05652,25,Female,Netherlands,Law,3,4.0,3.6,93,7.2,7.9,3.4,2.6,5.0,No,In a Relationship,Low,Good,3.0,2.8,Copilot,Digital,8,2,4.2,100,100
S05653,26,Male,Netherlands,Mathematics,3,3.7,3.3,100,7.6,4.9,3.1,0.0,5.0,No,In a Relationship,Low,Average,4.1,0.1,None,Handwritten,19,2,0.0,91,95
S05654,24,Female,Brazil,Business,3,3.98,5.2,100,7.5,7.3,2.2,0.6,0.1,Yes,In a Relationship,Low,Poor,4.4,2.9,Copilot,Handwritten,10,2,3.9,100,100
S05655,22,Female,South Korea,Economics,2,3.47,2.2,85,6.9,4.1,2.6,0.2,4.6,Yes,Single,High,Poor,4.2,1.0,ChatGPT,Handwritten,8,2,5.7,98,75
S05656,28,Female,India,Law,1,3.36,2.3,96,7.1,5.4,2.7,0.0,3.5,No,Single,Middle,Good,5.4,0.8,Claude,Handwritten,9,0,2.8,100,100
S05657,25,Female,Bangladesh,Law,1,4.0,5.0,100,5.3,7.1,2.5,4.2,4.6,Yes,In a Relationship,High,Good,4.0,2.7,Claude,Handwritten,15,1,3.0,100,98
S05658,26,Male,Canada,Medicine,2,3.23,3.4,91,6.3,9.5,5.9,0.0,0.9,No,In a Relationship,Low,Average,6.1,1.0,ChatGPT,Mixed,15,2,3.2,100,91
S05659,23,Female,UK,Economics,1,4.0,5.6,100,7.1,3.7,2.2,0.4,0.9,No,In a Relationship,Middle,Average,3.2,2.3,Claude,Handwritten,12,3,8.0,100,98
S05660,26,Female,India,Economics,2,2.88,2.5,75,6.1,7.5,3.1,2.1,2.7,No,Single,Middle,Poor,3.3,0.0,None,Mixed,7,1,2.1,93,82
S05661,22,Female,Bangladesh,Biology,1,3.76,3.4,90,8.0,5.6,2.2,1.9,2.2,Yes,Single,Low,Average,3.6,1.2,Gemini,Mixed,6,3,6.7,100,82
S05662,26,Female,Japan,Law,3,3.0,2.1,75,6.2,6.5,4.0,2.4,2.7,No,Single,High,Good,5.0,1.7,Gemini,Digital,15,0,3.5,95,94
S05663,18,Female,Italy,Medicine,3,3.55,3.5,95,7.3,4.2,3.1,1.9,2.0,No,In a Relationship,Middle,Average,5.0,2.4,Copilot,Mixed,15,3,5.0,100,95
S05664,22,Female,UK,Law,1,2.73,1.3,78,7.1,5.9,2.4,3.5,2.6,No,In a Relationship,High,Average,4.5,1.9,Copilot,Handwritten,14,2,1.3,81,68
S05665,25,Female,Australia,Psychology,4,4.0,2.8,94,7.9,2.8,0.0,0.7,1.7,Yes,In a Relationship,Middle,Good,3.1,1.2,ChatGPT,Mixed,20,2,7.2,100,100
S05666,25,Female,Australia,Law,1,2.75,1.3,77,8.1,6.4,3.2,3.8,2.9,No,Single,Middle,Average,5.5,1.7,Copilot,Mixed,8,5,6.3,86,74
S05667,18,Female,India,Physics,2,4.0,4.5,95,7.8,3.4,2.3,1.0,0.2,No,In a Relationship,Middle,Good,3.8,0.5,Gemini,Handwritten,22,3,5.1,100,100
S05668,26,Male,Italy,Mathematics,1,3.88,4.6,92,4.5,5.2,2.7,0.0,4.0,Yes,In a Relationship,Low,Average,4.5,1.8,Gemini,Digital,14,3,5.5,100,100
S05669,20,Male,Bangladesh,Engineering,1,3.11,0.9,100,8.4,4.6,1.0,1.0,3.5,No,In a Relationship,High,Good,3.0,1.7,ChatGPT,Digital,9,1,6.1,74,79
S05670,27,Male,South Korea,Psychology,1,4.0,5.5,100,8.8,10.2,4.9,2.2,0.5,No,In a Relationship,Middle,Poor,3.6,0.4,Gemini,Handwritten,12,1,1.3,100,100
S05671,28,Female,France,Psychology,3,4.0,7.2,100,6.4,6.9,4.1,3.1,5.7,No,In a Relationship,Low,Good,4.9,1.3,Gemini,Digital,6,0,5.0,100,93
S05672,28,Male,South Korea,Biology,1,3.35,3.6,78,7.3,9.6,4.9,2.4,1.3,Yes,Single,Middle,Good,5.2,2.0,ChatGPT,Mixed,7,2,6.4,100,92
S05673,25,Female,France,Computer Science,2,2.6,2.5,72,5.9,8.4,4.5,0.0,5.4,Yes,Single,High,Good,4.7,3.6,Claude,Digital,11,1,6.0,88,84
S05674,21,Male,Australia,Law,2,4.0,7.7,100,4.7,7.0,3.7,0.4,3.7,No,Single,Middle,Good,5.6,2.4,Copilot,Digital,16,2,3.3,100,100
S05675,22,Male,South Korea,Physics,3,3.21,1.5,91,6.1,2.9,1.1,0.8,5.0,No,Single,Middle,Average,3.7,1.4,Claude,Mixed,8,1,5.8,89,97
S05676,21,Male,Germany,Mathematics,3,3.34,3.5,88,6.4,7.4,5.6,1.8,3.4,No,In a Relationship,Low,Good,5.7,1.5,Claude,Mixed,23,1,3.8,100,100
S05677,21,Female,Brazil,Medicine,3,3.88,3.8,99,6.6,5.1,1.4,2.8,4.1,No,Single,Low,Good,3.0,1.1,Claude,Handwritten,12,2,3.1,100,100
S05678,20,Female,Bangladesh,Business,1,4.0,5.5,100,5.8,4.8,2.4,1.7,5.0,No,Single,Low,Average,5.5,1.3,Copilot,Digital,9,2,0.5,100,100
S05679,26,Male,India,Engineering,3,4.0,4.0,85,6.1,6.2,3.9,0.0,6.8,No,In a Relationship,Middle,Average,2.6,2.0,Copilot,Handwritten,6,1,0.3,100,100
S05680,18,Female,Bangladesh,Business,2,4.0,2.8,97,7.0,6.7,3.9,3.3,5.1,No,Single,Middle,Average,3.4,2.0,ChatGPT,Digital,9,2,7.2,100,100
S05681,27,Female,India,Physics,2,3.47,2.1,76,6.1,6.5,3.7,0.7,3.9,Yes,Single,Low,Average,4.0,1.1,Gemini,Handwritten,19,3,2.7,93,92
S05682,22,Male,Canada,Medicine,1,3.73,3.0,100,7.7,6.3,2.2,3.2,0.3,Yes,Single,High,Good,3.4,0.1,None,Handwritten,21,0,5.0,100,95
S05683,24,Female,Germany,Medicine,1,3.7,2.0,99,7.8,4.3,1.9,1.1,0.0,No,Single,Middle,Good,2.3,1.0,Claude,Mixed,15,0,5.0,99,100
S05684,19,Male,Italy,Law,4,3.04,3.6,85,9.9,10.6,6.6,1.2,2.7,No,In a Relationship,Middle,Average,6.3,0.4,Gemini,Digital,12,0,5.5,92,94
S05685,26,Male,France,Economics,2,3.75,2.7,90,8.4,6.2,2.7,2.0,1.6,No,Single,Low,Average,4.5,0.0,None,Handwritten,5,3,7.9,100,87
S05686,21,Male,Canada,Computer Science,4,3.12,1.3,85,7.3,3.6,2.6,2.7,1.6,No,In a Relationship,Low,Average,3.5,1.8,ChatGPT,Handwritten,1,3,3.9,100,84
S05687,24,Male,South Korea,Medicine,3,3.83,5.4,100,6.3,5.1,1.7,4.3,2.8,Yes,Single,Middle,Poor,4.6,1.5,ChatGPT,Handwritten,13,2,4.3,100,96
S05688,21,Male,Australia,Business,2,3.84,2.8,86,7.4,3.0,3.2,1.0,4.3,No,In a Relationship,High,Average,3.7,0.3,Claude,Digital,10,1,6.9,100,100
S05689,19,Female,Australia,Psychology,4,3.34,1.6,77,7.4,5.0,3.1,1.3,1.8,No,In a Relationship,Low,Average,4.0,0.9,Gemini,Mixed,9,1,5.1,89,100
S05690,18,Female,France,Mathematics,3,3.88,3.2,75,6.4,6.4,2.8,0.3,4.8,No,In a Relationship,Low,Average,3.0,1.5,Gemini,Digital,14,1,2.2,100,88
S05691,25,Male,UK,Physics,2,3.7,3.6,100,7.9,6.4,3.4,0.4,3.1,Yes,Single,Middle,Poor,4.0,1.5,Copilot,Handwritten,5,3,0.5,100,93
S05692,20,Female,Germany,Economics,4,2.05,0.9,58,5.3,6.3,5.4,1.2,3.1,No,Single,Middle,Poor,5.1,1.6,Gemini,Handwritten,19,1,0.7,66,65
S05693,18,Female,Brazil,Engineering,4,4.0,4.0,79,6.7,3.6,1.9,2.8,6.7,No,In a Relationship,Middle,Poor,2.1,0.4,ChatGPT,Digital,21,2,4.7,95,91
